,label,percentage
3780.amr,male_south,99.90%
3781.wav,male_south,99.87%
3782.mp3,male_south,99.59%
3783.wav,male_south,99.93%
3784.mp3,male_south,99.98%
3785.mp3,male_south,99.93%
3786.amr,male_south,90.26%
3787.mp3,male_south,99.82%
3789.mp3,male_south,98.63%
3790.mp3,male_south,99.95%
3791.wav,male_south,99.81%
3792.mp3,male_south,99.88%
3793.mp3,male_south,99.29%
3794.wav,male_south,99.38%
3795.wav,male_south,99.95%
3796.mp3,male_south,99.88%
3797.amr,male_south,99.85%
3798.mp3,male_south,99.67%
3800.wav,male_south,99.40%
3801.mp3,male_south,99.87%
3802.mp3,male_south,99.79%
3804.wav,male_south,99.95%
3805.mp3,male_south,99.98%
3806.mp3,male_south,99.92%
3808.amr,male_south,68.94%
3810.mp3,male_south,99.50%
3811.mp3,male_south,99.96%
3812.mp3,male_south,99.95%
3813.mp3,male_south,99.94%
3814.wav,male_south,99.96%
3816.wav,male_south,99.83%
3817.wav,male_south,98.44%
3818.mp3,male_south,99.86%
3819.wav,male_south,99.08%
3822.mp3,male_south,86.36%
3823.wav,male_south,99.72%
3826.wav,male_south,99.89%
3828.mp3,male_south,99.85%
3830.wav,male_south,99.65%
3831.wav,male_south,99.80%
3832.wav,male_south,97.10%
3833.mp3,male_south,99.89%
3834.mp3,male_south,99.93%
3836.wav,male_south,99.78%
3838.wav,male_south,93.23%
3839.wav,male_south,99.81%
3840.wav,male_south,99.87%
3841.wav,male_south,99.93%
3842.mp3,male_south,99.82%
3843.wav,male_south,95.47%
3844.amr,male_south,96.83%
3845.mp3,male_south,99.93%
3846.wav,male_south,99.69%
3847.wav,male_south,99.79%
3848.mp3,male_south,99.89%
3849.wav,male_south,99.86%
3850.wav,male_south,99.93%
3851.mp3,male_south,99.94%
3853.mp3,male_south,99.92%
3854.mp3,male_south,99.54%
3855.mp3,male_south,99.93%
3856.mp3,male_south,99.82%
3857.wav,male_south,99.72%
3858.wav,male_south,99.81%
3859.wav,male_south,99.79%
3860.amr,male_south,98.70%
3861.mp3,male_south,99.94%
3862.wav,male_south,99.74%
3863.mp3,male_south,99.91%
3864.wav,male_south,99.83%
3866.mp3,male_south,99.86%
3867.mp3,male_south,99.85%
3868.wav,male_south,99.78%
3869.wav,male_south,99.96%
3870.mp3,male_south,99.96%
3871.mp3,male_south,99.92%
3874.mp3,male_south,99.62%
3875.mp3,male_south,99.80%
3876.mp3,male_south,99.91%
3877.wav,male_south,99.54%
3878.wav,male_south,99.85%
3880.wav,male_south,99.36%
3882.mp3,male_south,99.90%
3883.amr,male_south,99.88%
3884.mp3,male_south,99.64%
3885.wav,male_south,99.16%
3888.mp3,male_south,99.91%
3889.mp3,male_south,99.97%
3890.wav,male_south,99.73%
3892.wav,male_south,99.66%
3893.mp3,male_south,99.24%
3894.mp3,male_south,99.79%
3895.wav,male_south,99.81%
3896.mp3,male_south,99.92%
3897.mp3,male_south,99.90%
3898.wav,male_south,99.95%
3899.wav,male_south,99.79%
3900.amr,male_south,80.02%
3901.wav,male_south,63.28%
3902.mp3,male_south,99.90%
3903.mp3,male_south,99.93%
3904.wav,male_south,99.00%
3905.mp3,male_south,99.81%
3907.mp3,male_south,99.92%
3909.wav,male_south,99.58%
3910.amr,male_south,99.80%
3911.wav,male_south,99.80%
3912.wav,male_south,99.67%
3913.mp3,male_south,99.91%
3914.wav,male_south,99.60%
3916.mp3,male_south,99.90%
3917.wav,male_south,54.56%
3918.wav,male_south,49.13%
3919.wav,male_south,99.51%
3920.amr,male_south,68.92%
3921.amr,male_south,70.69%
3923.wav,male_south,98.56%
3925.wav,male_south,99.61%
3926.wav,male_south,98.91%
3927.wav,male_south,89.10%
3928.mp3,male_south,99.72%
3929.mp3,male_south,99.81%
3930.wav,male_south,99.95%
3931.wav,male_south,98.77%
3932.mp3,male_south,99.97%
3933.mp3,male_south,99.94%
3934.amr,male_south,99.26%
3935.mp3,male_south,99.98%
3936.mp3,male_south,99.92%
3937.wav,male_south,67.73%
3938.mp3,male_south,99.86%
3939.amr,male_south,99.55%
3940.mp3,male_south,99.79%
3941.wav,male_south,99.98%
3942.wav,male_south,79.02%
3943.mp3,male_south,99.98%
3944.mp3,male_south,99.98%
3945.mp3,male_south,99.81%
3946.amr,male_south,98.40%
3947.wav,male_south,99.98%
3948.mp3,male_south,98.47%
3949.wav,male_south,99.61%
3950.mp3,male_south,99.49%
3951.amr,male_south,99.18%
3952.mp3,male_south,99.90%
3953.mp3,male_south,99.79%
3955.wav,male_south,99.59%
3956.wav,male_south,99.52%
3957.mp3,male_south,99.98%
3959.wav,male_south,98.96%
3960.mp3,male_south,99.46%
3961.amr,male_south,85.71%
3962.mp3,male_south,99.81%
3963.wav,male_south,99.34%
3965.wav,male_south,74.63%
3966.mp3,male_south,99.96%
3967.mp3,male_south,99.89%
3968.wav,male_south,99.42%
3969.mp3,male_south,99.96%
3970.wav,male_south,99.98%
3971.mp3,male_south,99.76%
3972.wav,male_south,99.52%
3973.amr,male_south,89.89%
3975.mp3,male_south,99.88%
3976.wav,male_south,99.43%
3977.wav,male_south,99.79%
3978.mp3,male_south,99.88%
3979.mp3,male_south,99.98%
3980.wav,male_south,99.85%
3981.mp3,male_south,99.85%
3982.wav,male_south,99.95%
3983.mp3,male_south,99.84%
3984.amr,male_south,97.96%
3985.mp3,male_south,91.91%
3986.mp3,male_south,97.02%
3988.mp3,male_south,99.91%
3989.wav,male_south,76.53%
3990.wav,male_south,99.89%
3992.mp3,male_south,99.91%
3994.mp3,male_south,99.94%
3995.mp3,male_south,99.79%
3996.wav,male_south,99.86%
3997.mp3,male_south,99.94%
3998.wav,male_south,99.87%
3999.wav,male_south,99.93%
4000.wav,male_south,99.75%
4001.mp3,male_south,99.95%
4003.wav,male_south,99.83%
4004.wav,male_south,99.86%
4005.wav,male_south,99.66%
4006.amr,male_south,99.84%
4007.mp3,male_south,99.94%
4008.amr,male_south,99.93%
4009.wav,male_south,99.82%
4011.mp3,male_south,99.87%
4012.wav,male_south,85.77%
4016.mp3,male_south,99.94%
4018.wav,male_south,99.31%
4019.wav,male_south,99.65%
4020.wav,male_south,99.62%
4021.mp3,male_south,99.71%
4022.mp3,male_south,99.87%
4023.amr,male_south,96.90%
4024.wav,male_south,99.91%
4025.mp3,male_south,99.78%
4026.mp3,male_south,99.90%
4027.mp3,male_south,99.88%
4028.mp3,male_south,99.96%
4029.mp3,male_south,99.91%
4030.wav,male_south,99.52%
4032.mp3,male_south,99.88%
4033.mp3,male_south,99.82%
4034.mp3,male_south,99.93%
4035.wav,male_south,96.51%
4036.wav,male_south,99.69%
4037.mp3,male_south,99.94%
4038.mp3,male_south,99.94%
4039.mp3,male_south,99.90%
4040.mp3,male_south,99.87%
4041.mp3,male_south,99.95%
4042.wav,male_south,99.79%
4043.mp3,male_south,99.98%
4045.wav,male_south,99.89%
4048.wav,male_south,99.79%
4049.mp3,male_south,99.87%
4050.wav,male_south,99.69%
4051.amr,male_south,99.54%
4052.mp3,male_south,99.98%
4053.amr,male_south,99.72%
4054.wav,male_south,69.89%
4055.wav,male_south,99.80%
4057.mp3,male_south,99.95%
4058.wav,male_south,99.79%
4059.wav,male_south,97.15%
4060.mp3,male_south,99.92%
4061.wav,male_south,99.88%
4062.mp3,male_south,99.55%
4064.mp3,male_south,99.56%
4065.amr,male_south,98.92%
4066.mp3,male_south,99.81%
4067.mp3,male_south,99.86%
4068.mp3,male_south,99.91%
4069.mp3,male_south,99.96%
4070.mp3,male_south,99.96%
4072.wav,male_south,98.79%
4073.mp3,male_south,99.92%
4074.wav,male_south,95.47%
4075.wav,male_south,99.90%
4076.mp3,male_south,99.85%
4077.wav,male_south,99.82%
4078.mp3,male_south,99.75%
4079.mp3,male_south,99.84%
4081.mp3,male_south,99.88%
4082.mp3,male_south,99.93%
4083.mp3,male_south,99.84%
4084.wav,male_south,99.54%
4085.mp3,male_south,99.92%
4088.wav,male_south,99.60%
4089.wav,male_south,99.57%
4090.mp3,male_south,99.96%
4091.mp3,male_south,99.88%
4092.wav,male_south,99.90%
4093.wav,male_south,99.65%
4094.mp3,male_south,99.87%
4096.amr,male_south,98.23%
4097.mp3,male_south,99.92%
4098.wav,male_south,99.66%
4099.amr,male_south,99.94%
4100.mp3,male_south,99.89%
4101.wav,male_south,87.36%
4102.mp3,male_south,99.81%
4104.mp3,male_south,99.51%
4105.mp3,male_south,99.82%
4107.mp3,male_south,99.95%
4108.mp3,male_south,99.93%
4109.wav,male_south,96.74%
4110.mp3,male_south,99.95%
4111.wav,male_south,99.40%
4112.wav,male_south,99.95%
4113.wav,male_south,99.35%
4114.wav,male_south,99.26%
4116.amr,male_south,99.00%
4117.mp3,male_south,99.81%
4118.wav,male_south,99.47%
4119.mp3,male_south,99.87%
4120.mp3,male_south,99.93%
4121.amr,male_south,89.47%
4123.mp3,male_south,99.91%
4124.mp3,male_south,99.92%
4125.mp3,male_south,99.58%
4126.mp3,male_south,99.91%
4127.amr,male_south,96.99%
4128.wav,male_south,98.78%
4129.mp3,male_south,99.97%
4130.amr,male_south,88.15%
4131.wav,male_south,99.18%
4132.wav,male_south,99.32%
4133.mp3,male_south,99.94%
4134.wav,male_south,99.68%
4135.wav,male_south,99.31%
4137.wav,male_south,97.87%
4138.amr,male_south,98.78%
4139.mp3,male_south,99.92%
4140.amr,male_south,99.23%
4141.wav,male_south,99.69%
4142.amr,male_south,65.01%
4143.mp3,male_south,99.83%
4144.wav,male_south,99.27%
4145.wav,male_south,99.81%
4147.mp3,male_south,99.90%
4150.wav,male_south,99.72%
4152.mp3,male_south,45.46%
4153.mp3,male_south,98.72%
4154.wav,male_south,99.45%
4155.mp3,male_south,99.92%
4156.wav,male_south,99.65%
4158.mp3,male_south,97.65%
4159.wav,male_south,68.88%
4160.mp3,male_south,99.97%
4161.mp3,male_south,99.97%
4162.wav,male_south,99.77%
4164.wav,male_south,99.86%
4165.wav,male_south,99.94%
4166.mp3,male_south,99.92%
4167.wav,male_south,99.74%
4169.mp3,male_south,99.85%
4170.mp3,male_south,99.92%
4171.wav,male_south,99.55%
4172.amr,male_south,94.07%
4173.wav,male_south,99.45%
4174.wav,male_south,98.93%
4175.wav,male_south,90.48%
4176.mp3,male_south,99.82%
4177.wav,male_south,99.27%
4179.wav,male_south,98.94%
4180.wav,male_south,99.81%
4181.wav,male_south,93.30%
4182.mp3,male_south,99.73%
4183.wav,male_south,99.39%
4186.wav,male_south,99.36%
4188.mp3,male_south,99.85%
4190.mp3,male_south,99.90%
4191.mp3,male_south,99.66%
4193.wav,male_south,99.93%
4194.mp3,male_south,99.96%
4195.amr,male_south,96.86%
4196.amr,male_south,95.15%
4197.wav,male_south,99.44%
4198.amr,male_south,91.03%
4199.amr,male_south,55.17%
4200.wav,male_south,63.17%
4201.mp3,male_south,99.87%
4202.wav,male_south,99.74%
4203.wav,male_south,72.24%
4204.mp3,male_south,99.96%
4205.mp3,male_south,99.93%
4206.mp3,male_south,99.80%
4207.mp3,male_south,99.91%
4208.mp3,male_south,99.80%
4209.wav,male_south,52.93%
4210.wav,male_south,98.94%
4212.wav,male_south,87.60%
4213.mp3,male_south,99.93%
4214.wav,male_south,99.75%
4215.wav,male_south,96.51%
4216.wav,male_south,63.30%
4217.wav,male_south,99.73%
4218.mp3,male_south,99.96%
4220.mp3,male_south,91.52%
4221.mp3,male_south,99.95%
4222.wav,male_south,99.55%
4224.amr,male_south,99.86%
4225.mp3,male_south,97.08%
4226.amr,male_south,99.96%
4228.wav,male_south,99.43%
4229.wav,male_south,99.80%
4230.mp3,male_south,99.93%
4231.wav,male_south,99.91%
4234.mp3,male_south,99.89%
4235.wav,male_south,99.29%
4236.mp3,male_south,99.94%
4237.wav,male_south,99.93%
4238.amr,male_south,99.69%
4239.wav,male_south,93.76%
4240.wav,male_south,99.35%
4241.wav,male_south,99.34%
4242.mp3,male_south,99.74%
4243.wav,male_south,97.32%
4244.amr,male_south,99.96%
4245.amr,male_south,99.91%
4246.wav,male_south,99.81%
4247.wav,male_south,95.53%
4248.mp3,male_south,99.75%
4249.mp3,male_south,99.82%
4250.wav,male_south,99.85%
4252.wav,male_south,99.39%
4254.amr,male_south,92.92%
4255.mp3,male_south,99.86%
4256.wav,male_south,99.64%
4258.wav,male_south,95.90%
4259.mp3,male_south,99.93%
4260.mp3,male_south,99.92%
4261.wav,male_south,98.03%
4262.amr,male_south,52.56%
4265.mp3,male_south,99.85%
4266.mp3,male_south,99.91%
4267.mp3,male_south,99.86%
4268.wav,male_south,43.69%
4270.wav,male_south,99.29%
4271.amr,male_south,99.71%
4272.wav,male_south,99.88%
4274.amr,male_south,99.52%
4275.mp3,male_south,99.92%
4277.amr,male_south,95.65%
4280.mp3,male_south,98.71%
4282.wav,male_south,99.15%
4283.mp3,male_south,99.91%
4284.wav,male_south,95.44%
4285.wav,male_south,99.93%
4286.wav,male_south,98.84%
4287.mp3,male_south,99.88%
4288.wav,male_south,99.85%
4289.wav,male_south,99.85%
4290.wav,male_south,98.60%
4291.mp3,male_south,99.91%
4293.mp3,male_south,99.87%
4294.mp3,male_south,99.85%
4295.mp3,male_south,99.77%
4296.wav,male_south,99.89%
4298.wav,male_south,99.72%
4299.wav,male_south,85.53%
4300.mp3,male_south,99.92%
4301.wav,male_south,99.65%
4302.mp3,male_south,99.97%
4303.wav,male_south,91.48%
4304.mp3,male_south,99.86%
4306.wav,male_south,99.91%
4307.mp3,male_south,99.94%
4308.mp3,male_south,99.83%
4309.wav,male_south,99.92%
4310.mp3,male_south,99.92%
4311.mp3,male_south,99.63%
4312.wav,male_south,98.76%
4313.wav,male_south,99.76%
4314.wav,male_south,98.36%
4316.mp3,male_south,99.76%
4317.amr,male_south,99.74%
4318.wav,male_south,90.37%
4319.mp3,male_south,62.61%
4320.mp3,male_south,99.96%
4321.mp3,male_south,99.95%
4322.amr,male_south,99.77%
4323.wav,male_south,98.89%
4324.mp3,male_south,99.95%
4325.mp3,male_south,99.87%
4326.mp3,male_south,99.92%
4327.wav,male_south,99.77%
4328.wav,male_south,99.23%
4329.mp3,male_south,99.75%
4330.mp3,male_south,99.94%
4331.mp3,male_south,99.83%
4333.wav,male_south,99.68%
4335.mp3,male_south,99.94%
4337.mp3,male_south,99.94%
4338.wav,male_south,99.92%
4339.wav,male_south,99.94%
4340.mp3,male_south,99.91%
4341.mp3,male_south,99.91%
4342.mp3,male_south,99.97%
4343.wav,male_south,99.84%
4344.wav,male_south,99.73%
4345.wav,male_south,98.92%
4346.wav,male_south,99.75%
4348.wav,male_south,68.56%
4349.wav,male_south,99.83%
4350.wav,male_south,99.86%
4351.wav,male_south,99.88%
4352.mp3,male_south,99.93%
4353.mp3,male_south,99.89%
4354.wav,male_south,99.61%
4355.amr,male_south,99.50%
4356.mp3,male_south,99.90%
4357.wav,male_south,99.49%
4358.wav,male_south,99.80%
4359.mp3,male_south,99.90%
4360.wav,male_south,96.41%
4361.mp3,male_south,99.94%
4362.wav,male_south,99.68%
4363.mp3,male_south,99.91%
4365.wav,male_south,98.58%
4366.mp3,male_south,99.88%
4367.mp3,male_south,99.90%
4368.amr,male_south,96.77%
4369.amr,male_south,74.07%
4370.amr,male_south,99.88%
4371.mp3,male_south,99.89%
4372.wav,male_south,99.08%
4373.wav,male_south,99.67%
4375.amr,male_south,97.08%
4376.wav,male_south,99.96%
4378.mp3,male_south,99.81%
4379.mp3,male_south,99.85%
4380.wav,male_south,99.93%
4382.amr,male_south,96.87%
4383.amr,male_south,99.86%
4384.mp3,male_south,99.94%
4386.mp3,male_south,99.91%
4388.mp3,male_south,99.84%
4389.mp3,male_south,99.83%
4390.wav,male_south,99.92%
4392.mp3,male_south,99.91%
4393.mp3,male_south,99.95%
4394.mp3,male_south,99.93%
4395.mp3,male_south,99.87%
4396.wav,male_south,99.96%
4397.amr,male_south,99.93%
4398.wav,male_south,97.36%
4399.mp3,male_south,99.95%
4400.mp3,male_south,99.87%
4401.mp3,male_south,99.92%
4402.mp3,male_south,99.93%
4403.wav,male_south,99.87%
4404.mp3,male_south,99.91%
4405.wav,male_south,99.93%
4406.wav,male_south,99.88%
4407.mp3,male_south,99.83%
4408.wav,male_south,99.92%
4409.amr,male_south,96.29%
4410.mp3,male_south,99.92%
4412.wav,male_south,97.58%
4413.mp3,male_south,99.90%
4414.mp3,male_south,99.89%
4416.wav,male_south,99.76%
4417.mp3,male_south,99.90%
4418.wav,male_south,86.18%
4419.mp3,male_south,99.96%
4420.wav,male_south,99.88%
4421.wav,male_south,99.91%
4422.wav,male_south,98.69%
4423.wav,male_south,98.00%
4424.mp3,male_south,99.92%
4426.wav,male_south,99.52%
4427.mp3,male_south,99.90%
4428.wav,male_south,99.50%
4429.wav,male_south,99.93%
4430.mp3,male_south,99.95%
4431.wav,male_south,99.64%
4434.wav,male_south,99.93%
4436.wav,male_south,99.83%
4437.amr,male_south,56.17%
4438.mp3,male_south,99.92%
4439.mp3,male_south,99.57%
4440.wav,male_south,96.59%
4441.mp3,male_south,99.84%
4442.wav,male_south,99.17%
4443.mp3,male_south,99.92%
4444.mp3,male_south,99.92%
4445.amr,male_south,99.59%
4446.mp3,male_south,99.91%
4447.mp3,male_south,99.79%
4448.wav,male_south,99.91%
4450.mp3,male_south,99.87%
4451.mp3,male_south,99.86%
4452.wav,male_south,99.84%
4453.wav,male_south,98.93%
4454.mp3,male_south,99.88%
4457.wav,male_south,99.90%
4458.wav,male_south,99.79%
4459.wav,male_south,92.49%
4460.wav,male_south,99.86%
4461.wav,male_south,99.95%
4462.wav,male_south,99.93%
4463.wav,male_south,99.74%
4465.wav,male_south,99.90%
4466.mp3,male_south,99.88%
4467.wav,male_south,99.86%
4468.mp3,male_south,99.80%
4469.mp3,male_south,99.85%
4470.mp3,male_south,99.86%
4471.wav,male_south,53.79%
4472.wav,male_south,99.92%
4473.wav,male_south,99.94%
4474.mp3,male_south,99.97%
4476.mp3,male_south,99.91%
4477.mp3,male_south,99.93%
4478.wav,male_south,98.51%
4479.mp3,male_south,99.88%
4480.mp3,male_south,99.89%
4481.amr,male_south,99.95%
4482.mp3,male_south,99.93%
4483.wav,male_south,99.70%
4484.amr,male_south,99.72%
4486.mp3,male_south,99.97%
4487.mp3,male_south,65.78%
4488.mp3,male_south,99.97%
4489.wav,male_south,99.09%
4490.wav,male_south,99.93%
4491.mp3,male_south,99.95%
4492.wav,male_south,99.93%
4494.mp3,male_south,99.99%
4495.mp3,male_south,99.95%
4496.mp3,male_south,99.66%
4497.mp3,male_south,99.95%
4498.wav,male_south,99.46%
4499.amr,male_south,71.06%
4501.wav,male_south,99.95%
4502.mp3,male_south,99.89%
4503.mp3,male_south,99.86%
4504.mp3,male_south,99.95%
4505.mp3,male_south,99.93%
4506.wav,male_south,99.97%
4507.mp3,male_south,99.85%
4508.mp3,male_south,99.95%
4509.wav,male_south,99.97%
4510.mp3,male_south,99.94%
4511.mp3,male_south,99.02%
4512.wav,male_south,99.95%
4514.mp3,male_south,99.94%
4515.wav,male_south,99.77%
4516.wav,male_south,99.95%
4518.wav,male_south,99.95%
4520.mp3,male_south,99.73%
4521.mp3,male_south,99.94%
4522.mp3,male_south,99.92%
4523.mp3,male_south,99.63%
4524.wav,male_south,99.84%
4527.wav,male_south,88.99%
4529.wav,male_south,99.92%
4530.wav,male_south,99.94%
4531.wav,male_south,99.72%
4532.wav,male_south,99.70%
4533.mp3,male_south,99.96%
4534.wav,male_south,98.99%
4535.amr,male_south,92.64%
4536.mp3,male_south,99.79%
4537.mp3,male_south,99.89%
4538.mp3,male_south,99.75%
4539.mp3,male_south,99.94%
4540.wav,male_south,99.89%
4541.mp3,male_south,99.93%
4542.mp3,male_south,99.91%
4543.wav,male_south,99.75%
4544.mp3,male_south,99.98%
4545.wav,male_south,99.80%
4547.mp3,male_south,87.51%
4548.mp3,male_south,99.94%
4549.wav,male_south,99.95%
4550.amr,male_south,69.02%
4551.mp3,male_south,99.88%
4552.wav,male_south,99.92%
4553.mp3,male_south,99.90%
4554.amr,male_south,96.15%
4555.wav,male_south,99.58%
4556.wav,male_south,97.72%
4557.mp3,male_south,99.90%
4558.wav,male_south,98.58%
4559.mp3,male_south,99.97%
4560.wav,male_south,99.92%
4561.mp3,male_south,47.00%
4562.wav,male_south,99.93%
4564.mp3,male_south,99.84%
4565.wav,male_south,51.54%
4566.wav,male_south,99.93%
4567.wav,male_south,99.92%
4568.mp3,male_south,99.91%
4569.wav,male_south,99.90%
4570.mp3,male_south,99.85%
4571.mp3,male_south,99.93%
4572.mp3,male_south,99.91%
4573.mp3,male_south,99.79%
4574.mp3,male_south,99.90%
4576.mp3,male_south,99.72%
4577.mp3,male_south,99.79%
4578.mp3,male_south,99.87%
4579.wav,male_south,99.83%
4580.mp3,male_south,99.94%
4581.mp3,male_south,99.91%
4582.wav,male_south,99.84%
4583.wav,male_south,99.44%
4584.wav,male_south,99.89%
4585.mp3,male_south,99.95%
4586.mp3,male_south,99.88%
4587.mp3,male_south,99.58%
4588.wav,male_south,99.83%
4589.amr,male_south,93.27%
4590.mp3,male_south,99.94%
4592.mp3,male_south,99.83%
4593.wav,male_south,99.65%
4596.amr,male_south,99.85%
4597.wav,male_south,98.19%
4599.mp3,male_south,99.85%
4601.amr,male_south,99.87%
4602.mp3,male_south,76.38%
4603.wav,male_south,99.88%
4605.mp3,male_south,99.95%
4606.mp3,male_south,99.72%
4609.mp3,male_south,99.92%
4610.mp3,male_south,93.54%
4611.amr,male_south,99.50%
4612.mp3,male_south,99.86%
4613.wav,male_south,99.89%
4615.mp3,male_south,99.58%
4616.wav,male_south,99.75%
4618.mp3,male_south,99.92%
4619.mp3,male_south,99.95%
4620.mp3,male_south,98.68%
4621.amr,male_south,91.08%
4622.amr,male_south,99.91%
4623.mp3,male_south,99.88%
4624.mp3,male_south,99.77%
4626.wav,male_south,99.90%
4627.mp3,male_south,99.93%
4629.wav,male_south,99.95%
4630.amr,male_south,99.25%
4631.mp3,male_south,99.91%
4632.mp3,male_south,99.91%
4634.wav,male_south,99.78%
4635.wav,male_south,99.84%
4637.amr,male_south,99.89%
4638.amr,male_south,99.93%
4639.mp3,male_south,99.97%
4640.mp3,male_south,99.46%
4641.mp3,male_south,99.91%
4642.amr,male_south,56.12%
4643.mp3,male_south,99.71%
4644.wav,male_south,99.95%
4645.mp3,male_south,99.90%
4646.wav,male_south,99.80%
4648.mp3,male_south,99.93%
4649.mp3,male_south,99.93%
4650.mp3,male_south,99.92%
4651.wav,male_south,99.88%
4652.mp3,male_south,99.93%
4653.mp3,male_south,99.93%
4654.wav,male_south,99.56%
4655.wav,male_south,99.73%
4656.mp3,male_south,99.76%
4657.wav,male_south,99.68%
4658.amr,male_south,99.09%
4659.amr,male_south,86.75%
4660.mp3,male_south,99.89%
4661.wav,male_south,99.97%
4662.mp3,male_south,99.91%
4663.mp3,male_south,99.90%
4664.wav,male_south,99.50%
4665.mp3,male_south,99.97%
4666.mp3,male_south,99.84%
4667.mp3,male_south,99.97%
4668.mp3,male_south,99.67%
4669.wav,male_south,99.90%
4670.wav,male_south,99.94%
4671.wav,male_south,99.79%
4672.wav,male_south,99.77%
4673.wav,male_south,99.45%
4674.mp3,male_south,99.88%
4675.mp3,male_south,99.83%
4677.wav,male_south,66.64%
4678.wav,male_south,99.89%
4679.mp3,male_south,99.90%
4680.mp3,male_south,94.98%
4682.mp3,male_south,99.82%
4684.wav,male_south,99.30%
4686.amr,male_south,99.93%
4687.mp3,male_south,99.95%
4688.wav,male_south,99.69%
4689.wav,male_south,99.89%
4690.wav,male_south,99.93%
4691.wav,male_south,99.77%
4692.wav,male_south,99.81%
4693.mp3,male_south,99.81%
4694.mp3,male_south,99.93%
4695.wav,male_south,99.95%
4696.mp3,male_south,99.91%
4697.mp3,male_south,99.97%
4700.mp3,male_south,99.89%
4701.mp3,male_south,99.79%
4702.wav,male_south,97.33%
4703.mp3,male_south,99.29%
4704.mp3,male_south,99.12%
4705.wav,male_south,99.87%
4707.mp3,male_south,99.95%
4708.mp3,male_south,99.78%
4709.wav,male_south,99.95%
4710.mp3,male_south,99.92%
4711.mp3,male_south,99.96%
4712.mp3,male_south,99.96%
4713.wav,male_south,99.85%
4714.mp3,male_south,99.92%
4715.wav,male_south,98.61%
4716.wav,male_south,99.69%
4717.wav,male_south,99.82%
4718.amr,male_south,97.86%
4719.mp3,male_south,70.48%
4720.wav,male_south,99.84%
4721.mp3,male_south,99.75%
4722.wav,male_south,99.69%
4723.wav,male_south,99.94%
4724.wav,male_south,99.36%
4725.mp3,male_south,99.92%
4726.mp3,male_south,99.85%
4727.amr,male_south,99.86%
4728.amr,male_south,88.71%
4729.mp3,male_south,99.84%
4730.mp3,male_south,92.22%
4732.wav,male_south,99.89%
4734.wav,male_south,82.99%
4735.mp3,male_south,99.94%
4736.mp3,male_south,99.65%
4738.wav,male_south,98.76%
4739.wav,male_south,99.83%
4741.mp3,male_south,99.79%
4742.wav,male_south,99.40%
4743.wav,male_south,99.89%
4744.wav,male_south,99.92%
4745.mp3,male_south,99.86%
4747.mp3,male_south,99.84%
4748.mp3,male_south,99.92%
4749.mp3,male_south,99.89%
4750.wav,male_south,99.84%
4751.amr,male_south,92.70%
4752.mp3,male_south,95.95%
4753.wav,male_south,99.92%
4754.mp3,male_south,99.94%
4755.mp3,male_south,99.78%
4757.wav,male_south,99.94%
4758.wav,male_south,98.15%
4760.mp3,male_south,99.86%
4761.mp3,male_south,99.80%
4763.wav,male_south,90.93%
4764.wav,male_south,96.98%
4765.mp3,male_south,99.96%
4766.mp3,male_south,99.94%
4767.amr,male_south,98.28%
4768.mp3,male_south,99.95%
4771.mp3,male_south,99.86%
4772.wav,male_south,96.58%
4773.mp3,male_south,99.95%
4774.mp3,male_south,99.89%
4776.mp3,male_south,99.89%
4777.wav,male_south,97.10%
4778.mp3,male_south,99.74%
4779.wav,male_south,99.77%
4780.mp3,male_south,99.94%
4781.wav,male_south,99.89%
4782.mp3,male_south,99.69%
4783.mp3,male_south,99.92%
4784.mp3,male_south,99.89%
4785.mp3,male_south,99.91%
4786.mp3,male_south,99.91%
4787.amr,male_south,95.02%
4788.wav,male_south,94.06%
4789.wav,male_south,99.79%
4792.wav,male_south,99.30%
4793.wav,male_south,99.87%
4794.wav,male_south,93.74%
4795.mp3,male_south,99.95%
4796.mp3,male_south,99.91%
4797.mp3,male_south,99.96%
4798.wav,male_south,97.73%
4799.wav,male_south,99.68%
4800.mp3,male_south,99.94%
4801.wav,male_south,99.30%
4802.wav,male_south,99.76%
4803.mp3,male_south,99.96%
4804.amr,male_south,99.94%
4805.wav,male_south,99.48%
4806.wav,male_south,99.50%
4807.wav,male_south,99.79%
4808.wav,male_south,99.15%
4809.mp3,male_south,99.84%
4811.mp3,male_south,99.95%
4812.mp3,male_south,99.93%
4813.mp3,male_south,99.95%
4814.mp3,male_south,99.92%
4815.mp3,male_south,99.92%
4816.mp3,male_south,99.95%
4817.mp3,male_south,99.55%
4818.amr,male_south,58.90%
4819.mp3,male_south,99.13%
4820.amr,male_south,58.33%
4822.mp3,male_south,99.95%
4823.wav,male_south,94.82%
4824.wav,male_south,99.92%
4825.mp3,male_south,99.94%
4826.wav,male_south,99.90%
4827.mp3,male_south,99.94%
4829.wav,male_south,74.86%
4830.amr,male_south,71.40%
4831.mp3,male_south,99.57%
4832.amr,male_south,81.11%
4833.wav,male_south,99.80%
4835.mp3,male_south,99.80%
4836.mp3,male_south,99.96%
4837.wav,male_south,67.11%
4838.wav,male_south,99.76%
4839.mp3,male_south,99.95%
4840.mp3,male_south,99.94%
4841.wav,male_south,99.97%
4842.wav,male_south,95.31%
4845.mp3,male_south,99.84%
4847.mp3,male_south,99.86%
4848.mp3,male_south,99.75%
4849.mp3,male_south,99.92%
